Nikon, AF-P DX Nikkor 70-300mm f/4.5-6.3G ED
Nikon, AF-P DX Nikkor 70-300mm f/4.5-6.3G ED VR
Nikon, AF Zoom-Nikkor 80-200mm f/2.8D ED†
Nikon, AF-S Zoom-Nikkor 80-400mm f/4.5-5.6G ED VR
Nikon, AF-S Zoom-Nikkor 200-400mm f/4G VR IF-ED†
Nikon, AF-S Zoom-Nikkor 200-400mm f/4G ED VR II
Nikon, AF-S Zoom-Nikkor 200-500mm f/5.6E ED VR
Nikon, AF-S Teleconverter TC-20E III
Nikon, AF-S Teleconverter TC800-1.25E ED
Nikon, AF-S Teleconverter TC-14E II
Nikon, AF-S Teleconverter TC-14E III 
Nikon, AF-S Teleconverter TC-17E II
Nikon, AF-S Teleconverter TC-20E II
Nikon, AF-I Teleconverter TC-14E
Nikon, AF-I Teleconverter TC-20E
Canon, EF 8-15mm f/4L Fisheye USM
Canon, EF-S 10-18mm f/4-5.6 IS STM
Canon, EF-S 10-22mm f/3.5-4.5 USM
Canon, EF 11-24mm f/4L USM
Canon, EF 16-35mm f/2.8L II USM
Canon, EF 16-35mm f/4L IS USM
Canon, EF 17-40mm f/4L USM
Canon, EF-S 15-85mm f/3.5-5.6 IS USM
Canon, EF-S 17-55mm f/2.8 IS USM
Canon, EF-S 17-85mm f/4-5.6 IS USM
Canon, EF-S 18-55mm f/3.5-5.6 IS II
Canon, EF-S 18-55mm f/3.5-5.6 IS STM
Canon, EF-S 18-135mm f/3.5-5.6 IS
Canon, EF-S 18-135mm f/3.5-5.6 IS STM
Canon, EF-S 18-200mm f/3.5-5.6 IS
Canon, EF 24-70mm f/2.8L II USM
Canon, EF 24-70mm f/4L IS USM
Canon, EF 24-105mm f/3.5-5.6 IS STM
Canon, EF 24-105mm f/4L IS USM
Canon, EF 28-135mm f/3.5-5.6 IS USM
Canon, EF 28-300mm f/3.5-5.6L IS USM
Canon, EF-S 55-250mm f/4-5.6 IS II
Canon, EF-S 55-250mm f/4-5.6 IS STM
Canon, EF 70-200mm f/2.8L IS II USM
Canon, EF 70-200mm f/2.8L USM
Canon, EF 70-200mm f/4L IS USM
Canon, EF 70-200mm f/4L USM
Canon, EF 70-300mm f/4.5-5.6 DO IS USM
Canon, EF 70-300mm f/4-5.6 IS USM
Canon, EF 70-300mm f/4-5.6L IS USM UD
Canon, EF 75-300mm f/4-5.6 III USM
Canon, EF 75-300mm f/4-5.6 III
Canon, EF 100-400mm f/4.5-5.6L IS II USM
Canon, EF 100-400mm f/4.5-5.6L IS USM
Canon, EF 200-400mm f/4L IS USM
Canon, EF 14mm f/2.8L II USM
Canon, EF 15mm f/2.8 Fisheye
Canon, EF 20mm f/2.8 USM
Canon, EF 24mm f/1.4L II USM
Canon, EF 24mm f/2.8 IS USM
Canon, EF 24mm f/2.8 STM
Canon, EF 28mm f/1.8 USM
Canon, EF 28mm f/2.8 IS USM
Canon, EF 35mm f/1.4L II USM
Canon, EF 35mm f/1.4L USM
Canon, EF 35mm f/2 IS USM
Canon, EF 40mm f/2.8 STM
Canon, EF 50mm f/1.2L USM
Canon, EF 50mm f/1.4 USM
Canon, EF 50mm f/1.8 II
Canon, EF 50mm f/1.8 STM
Canon, EF 85mm f/1.2L II USM
Canon, EF 85mm f/1.8 USM
Canon, EF 100mm f/2 USM
Canon, EF 135mm f/2L USM
Canon, EF 135mm f/2.8 Softfocus
Canon, EF 200mm f/2L IS USM
Canon, EF 200mm f/2.8L II USM
Canon, EF 300mm f/2.8L IS II USM
Canon, EF 300mm f/4L IS USM
Canon, EF 400mm f/2.8L IS II USM
Canon, EF 400mm f/4 DO IS II USM
Canon, EF 400mm f/5.6L USM
Canon, EF 500mm f/4L IS II USM
Canon, EF 600mm f/4L IS II USM
Canon, EF 800mm f/5.6L IS USM
Canon, Extender EF 1.4X III
Canon, Extender EF 2x III
Canon, EF 50mm f/2.5 Compact Macro
Canon, EF-S 60mm f/2.8 Macro USM
Canon, MP-E 65mm f/2.8 1-5x Macro
Canon, EF 100mm f/2.8 Macro USM
Canon, EF 100mm f/2.8L Macro IS USM
Canon, EF 180mm f/3.5L Macro USM
Zeiss, Planar 85/1.4 ZA
Zeiss, Sonnar 135/1.8 ZA
Zeiss, Vario-Sonnar 16-80/3.5-4.5 ZA
Zeiss, Vario-Sonnar 16-35/2.8 ZA
Zeiss, Vario-Sonnar 24-70/2.8 ZA
Zeiss, Distagon 18/3.5 ZF
Zeiss, Distagon 21/2.8 ZF
Zeiss, Distagon 25/2.8 ZF
Zeiss, Distagon 28/2 ZF
Zeiss, Distagon 35/2 ZF
Zeiss, Planar 50/1.4 ZF
Zeiss, Planar 85/1.4 ZF
Zeiss, Makro-Planar 50/2 ZF
Zeiss, Makro-Planar 100/2 ZF
Zeiss, Distagon 35/2 ZK
Zeiss, Planar 50/1.4 ZK
Zeiss, Planar 85/1.4 ZK
Zeiss, Planar 50/1.4 ZE
Zeiss, Planar 85/1.4 ZE
Zeiss, Distagon 15/2.8 ZM
Zeiss, Distagon 18/4 ZM
Zeiss, Biogon 21/2.8 ZM
Zeiss, Biogon 21/4.5 ZM
Zeiss, Biogon 25/2.8 ZM
Zeiss, Biogon 28/2.8 ZM
Zeiss, Biogon 35/2 ZM
Zeiss, Planar 50/2 ZM
Zeiss, Sonnar 50/1.5 ZM
Zeiss, Sonnar 85/2 ZM
Zeiss, Distagon 25/2.8 ZS
Zeiss, Distagon 35/2 ZS
Zeiss, Planar 50/1.4 ZS
Olympus, Zuiko Digital 8mm f3.5 Fisheye
Olympus, Zuiko Digital 7-14mm f4.0 Zoom
Olympus, Zuiko Digital 35mm f3.5 Macro
Olympus, Zuiko Digital 50mm f2.0 Macro
Olympus, Zuiko Digital 11-22mm f2.8/3.5 Wide
Olympus, Zuiko Digital 14-45mm f3.5/5.6
Olympus, Zuiko Digital 14-54mm f2.8/3.5
Olympus, Zuiko Digital 35-100mm f2.0 PRO ED
Olympus, Zuiko Digital 40-150mm f3.5/4.5
Olympus, Zuiko Digital 50-200mm f2.8/3.5
Olympus, Zuiko Digital 90-250mm f2.8 PRO ED
Olympus, Zuiko Digital 18-180mm f3.5/6.3 Zoom
Olympus, Zuiko Digital 150mm f2.0 Telephoto
Olympus, Zuiko Digital 300mm f2.8 Super Telephoto
Olympus, Zuiko Digital EC14 1.4x Teleconverter
Olympus, Zuiko Digital EX25
Leica, Noctilux 50mm f1.2
Leica, Noctilux 50mm f1.0
Leica, Noctilux 50mm f0.95 ASPH
Leica, Summilux 21mm f1.4 ASPH
Leica, Summilux 24mm f1.4 ASPH
Leica, Summilux 35mm f1.4
Leica, Summilux 35mm f1.4 Aspherical
Leica, Summilux 35mm f1.4 ASPH
Leica, Summilux 50mm f1.4 I
Leica, Summilux 50mm f1.4 II
Leica, Summilux 50mm f1.4 ASPH
Leica, Summilux 75mm f1.4
Leica, Summicron 28mm f2.0
Leica, Summicron 35mm f2.0 I
Leica, Summicron 35mm f2.0 II
Leica, Summicron 35mm f2.0 III
Leica, Summicron 35mm f2.0 IV
Leica, Summicron 35mm f2.0 ASPH
Leica, Summicron-C 40mm f2.0 
Leica, Summicron 50mm f2.0 collapsible
Leica, Summicron 50mm f2.0 rigid
Leica, Summicron 50mm f2.0 DR
Leica, Summicron 50mm f2.0 III
Leica, Summicron 50mm f2.0 IV
Leica, Summicron 50mm f2.0 V
Leica, Summicron 75mm f2.0 APO ASPH
Leica, Summicron 90mm f2.0 I
Leica, Summicron 90mm f2.0 II
Leica, Summicron 90mm f2.0 III
Leica, Summicron 90mm f2.0 APO ASPH
Leica, Summaron 35mm f3.5
Leica, Summaron 35mm f2.8
Leica, Summarit 50mm f1.5
Leica, Summarit 35mm f2.5
Leica, Summarit 50mm f2.5
Leica, Summarit 75mm f2.5
Leica, Summarit 90mm f2.5
Leica, Elmarit 21mm f2.8 I
Leica, Elmarit 21mm f2.8 II
Leica, Elmarit 21mm f2.8 ASPH
Leica, Elmarit 24mm f2.8 ASPH
Leica, Elmarit 28mm f2.8 I
Leica, Elmarit 28mm f2.8 II
Leica, Elmarit 28mm f2.8 III
Leica, Elmarit 28mm f2.8 IV
Leica, Elmarit 28mm f2.8 ASPH
Leica, Elmarit-C 40mm f2.8
Leica, Elmarit 90mm f2.8 I
Leica, Tele-Elmarit 90mm f2.8 II
Leica, Tele-Elmarit 90mm f2.8 III
Leica, Elmarit 90mm f2.8 IV
Leica, Elmarit 135mm f2.8 I
Leica, Elmarit 135mm f2.8 II
Leica, APO Telyt 135mm f3.4
Leica, Super Angulon 21mm f4.0
Leica, Super Angulon 21mm f3.4.
Leica, Tri-Elmar 16-18-21mm f4.0
Leica, Super-Elmar 18mm f3.8 ASPH
Leica, Elmar 24mm f3.8 ASPH
Leica, Tri-Elmar 28-35-50mm f4.0 I
Leica, Tri-Elmar 28-35-50mm f4.0 II
Leica, Elmar 50mm f3.5
Leica, Elmar 50mm f2.8 I
Leica, Elmar 50mm f2.8 II
Leica, Elmar-C 90mm f4.0
Leica, Elmar 90mm f4.0 rigid
Leica, Elmar 90mm f4.0 collapsible
Leica, Elmar 135mm f4.0
Leica, Tele-Elmar 135mm f4.0
Leica, Macro Elmar 90mm f4.0
Leica, Hektor 135mm f4.5 I
Leica, Hektor 135mm f4.5 II
Sigma, 12-24mm F4.5-5.6
Sigma, 15-30mm F3.5-4.5
Sigma, 17-35mm F2.8-4 DG
Sigma, 20-40mm F2.8
Standard, Zoom Lenses
Sigma, 24-60mm F2.8 EX DG
Sigma, 24-70mm F2.8 EX DG
Sigma, 24-70mm F3.5-5.6
Sigma, 24-135mm F2.8-4.5
Sigma, 28-70mm F2.8 EX DG
Sigma, 28-70mm F2.8-4 DG
Sigma, 28-105mm F2.8-4 DG
Sigma, 28-105mm F3.8-5.6
Sigma, 28-135mm F3.8-5.6
Sigma, 28-200mm F3.5-5.6 DG
Sigma, 28-300mm DG
Sigma, 50-500mm F4-6.3 DG
Sigma, APO 70-200mm F2.8 II EX DG MACRO HSM
Sigma, 70-200mm F2.8 DG
Sigma, 70-300mm F4-5.6 DG MACRO
Sigma, 70-300mm APO DG MACRO
Sigma, 80-400mm F4.5-5.6
Sigma, 100-300mm F4 DG
Sigma, 120-300mm F2.8 DG
Sigma, 135-400mm F4.5-5.6 DG
Sigma, 170-500mm F5-6.3 DG
Sigma, 300-800mm F5.6 DG
Sigma, 8mm F3.5 EX DG
Sigma, 8mm F4 EX DG
Sigma, 14mm F2.8 EX
Sigma, 15mm F2.8 EX DG
Sigma, 20mm F1.8 EX DG
Sigma, 24mm F1.8 EX DG
Sigma, 28mm F1.8 EX DG
Sigma, 50mm F2.8 EX DG
Sigma, 70mm F2.8 EX DG
Sigma, 105mm F2.8 EX DG
Sigma, 150mm F2.8 EX DG
Sigma, 180mm F3.5 EX DG
Sigma, 50mm F1.4 EX DG HSM
Sigma, 10-20mm F4-5.6 EX DC
Sigma, 17-70mm F2.8-4.5 DC MACRO
Sigma, 18-50mm F2.8 EX DC
Sigma, 18-50mm F2.8 EX DC MACRO
Sigma, 18-50mm F3.5-5.6 DC
Sigma, 18-125mm F3.5-5.6 DC
Sigma, 18-200mm F3.5-6.3 DC
Sigma, APO 50-150mm F2.8 EX DC HSM
Sigma, 55-200mm F4-5.6 DC
Sigma, 30mm F1.4 EX DC HSM
Sigma, 800mm f5.6 EX DG
Sigma, 500mm EX DG
Sigma, 300mm EX DG
